Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
0,1,0,0,20,3,11.33333333,5,12.6,Enrolled
0,1,0,0,18,6,12.66666667,5,14.6,Graduate
0,0,0,0,18,5,12.2,4,10.83333333,Enrolled
0,0,0,0,28,1,12,0,0,Dropout
0,1,0,1,18,7,11.72142857,7,11.72142857,Graduate
0,1,0,0,27,4,14,3,12.525,Enrolled
0,1,0,0,26,7,14.75,5,13.8,Enrolled
0,1,0,0,18,6,12.66666667,6,13.66666667,Graduate
0,1,0,0,18,4,13,5,14,Dropout
0,1,0,0,21,0,0,0,0,Dropout
0,1,0,0,18,4,10.75,0,0,Enrolled
0,0,0,0,32,0,0,0,0,Dropout
0,1,0,0,28,4,12.5,4,11.75,Graduate
0,0,0,0,40,0,0,0,0,Dropout
1,0,0,0,39,0,0,0,0,Dropout
1,0,0,0,39,0,0,0,0,Dropout
0,1,0,0,50,6,12.5,5,12.4,Graduate
0,1,0,0,23,5,12.8,3,11.66666667,Dropout
0,1,0,0,48,1,10,1,11,Dropout
0,1,0,0,23,4,11.25,5,10.2,Dropout
0,1,0,1,18,7,12.61,7,12.61,Graduate
0,1,0,0,18,2,12,5,12.6,Graduate
0,0,0,0,20,5,13,6,13.5,Graduate
0,1,0,1,18,4,12,5,13,Graduate
0,1,0,0,18,4,12,0,0,Dropout
0,1,1,0,31,1,12,1,11,Dropout
0,1,1,0,24,1,12,3,10.5,Enrolled
0,1,1,0,24,0,0,0,0,Graduate
1,0,1,0,26,0,0,0,0,Dropout
1,1,1,0,18,5,13.625,4,11.75,Dropout
0,1,1,1,19,3,11.66666667,3,11.66666667,Enrolled
0,1,1,0,22,0,0,0,0,Dropout
0,1,1,0,18,7,11.69,7,11.69,Graduate
1,0,1,0,20,0,0,0,0,Dropout
0,1,1,0,25,0,0,0,0,Graduate
0,1,1,0,24,4,11.5,5,11.28571429,Graduate
0,1,1,0,27,1,14,0,0,Dropout
0,1,1,0,21,5,11,5,12.4,Graduate
0,1,1,0,21,6,12.85714286,6,13.16666667,Graduate
0,1,1,0,19,4,12.5,6,11.33333333,Dropout
0,1,1,0,28,7,14.52857143,8,15.01818182,Graduate
0,1,1,0,20,5,10,2,12,Enrolled
0,1,1,1,21,6,13,6,12.625,Graduate
0,1,1,1,18,7,15.95714286,8,15.18888889,Graduate
0,1,1,1,18,5,13.2,5,12.6,Enrolled
0,1,1,0,20,4,10.2,3,11,Enrolled
0,1,1,0,25,5,14.2,2,13.5,Enrolled
1,1,1,0,22,6,12.625,2,14.5,Enrolled
0,1,1,0,18,6,13.49666667,6,13.49666667,Enrolled
0,1,1,0,19,5,13.25,5,11,Graduate
0,1,1,0,19,3,12,3,12,Dropout
1,0,1,0,25,4,13,4,13.75,Dropout
1,1,1,0,21,9,11.77777778,3,13.66666667,Dropout
0,1,1,0,19,2,11,0,0,Dropout
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,0,25,14,12.42857143,6,10.85714286,Dropout
0,1,1,0,20,3,11,3,12,Enrolled
0,1,1,0,18,0,0,0,0,Graduate
1,1,1,0,23,3,11.5,3,10.66666667,Enrolled
0,1,1,0,23,8,12.5075,8,12.5075,Graduate
0,1,1,0,21,11,12.09090909,11,12,Graduate
0,1,1,0,20,2,11,3,12.66666667,Enrolled
0,1,1,0,25,1,10,2,11.33333333,Dropout
0,1,1,0,18,6,13.5,5,13.2,Graduate
0,1,1,0,22,6,14.16666667,6,13.625,Graduate
0,1,1,0,27,6,14,6,14.71428571,Graduate
0,1,1,0,25,0,0,0,0,Dropout
0,1,1,0,18,3,11.66666667,3,11.33333333,Dropout
0,1,1,0,20,5,14.6,5,14.2,Graduate
0,1,1,0,27,5,13,5,11.5,Graduate
0,1,1,0,20,6,12.16666667,6,12,Graduate
0,1,1,0,22,0,0,1,12,Dropout
0,1,1,0,19,3,10.5,3,10.8,Dropout
0,1,1,0,20,3,12.4,5,10.83333333,Enrolled
0,1,1,0,19,0,0,0,0,Graduate
0,0,1,0,29,0,0,0,0,Dropout
0,1,1,0,19,7,13.82857143,7,13.82857143,Graduate
0,1,0,1,28,5,10.6,5,10.2,Enrolled
0,1,0,0,20,6,11.5,6,11.66666667,Graduate
0,1,0,0,20,4,13.5,6,13.625,Graduate
0,1,0,0,31,0,0,0,0,Dropout
0,1,0,0,18,7,12.5375,7,12.61428571,Graduate
0,1,0,0,19,6,14.83333333,6,13.28571429,Enrolled
0,1,0,0,18,4,12,4,12.8,Graduate
0,1,0,0,19,5,11.8,5,11.6,Graduate
0,1,0,1,18,5,15,5,15.2,Graduate
0,1,0,0,19,3,12,5,13.2,Graduate
0,1,0,1,18,6,12.83333333,6,12.28571429,Graduate
0,1,0,0,19,6,11.66666667,3,12,Graduate
0,1,0,0,19,7,12.1625,8,13.825,Graduate
0,1,0,0,18,6,13.83333333,6,14.55555556,Graduate
0,1,0,0,19,4,12.45,5,11.7,Enrolled
0,1,0,1,20,6,12.125,6,13.57142857,Graduate
0,1,0,0,20,5,13.4,4,13,Enrolled
1,1,0,0,20,6,13.33333333,5,14,Enrolled
0,1,0,0,29,11,11.45454545,11,11.54545455,Dropout
0,0,0,1,20,4,12,3,10,Dropout
1,0,0,0,31,6,12.66666667,5,12.6,Dropout
0,1,0,0,20,6,12.66666667,6,13.77777778,Graduate
0,1,0,0,21,18,11.88888889,13,11.46153846,Graduate
0,1,0,0,23,0,0,0,0,Dropout
1,0,0,0,21,4,13,4,11.6,Dropout
0,1,0,0,24,7,16.88571429,8,15.74444444,Graduate
0,1,0,0,27,6,12.5,6,12.33333333,Graduate
0,1,0,1,18,7,13.05555556,8,15.8125,Graduate
0,0,0,0,21,0,0,0,0,Dropout
1,1,0,1,19,0,0,0,0,Dropout
0,1,0,1,19,7,12.35571429,7,12.35571429,Graduate
0,1,0,0,18,0,0,0,0,Dropout
0,1,0,1,18,5,11.98,5,11.98,Enrolled
1,1,0,1,20,7,13.85714286,7,12.57142857,Graduate
0,1,0,0,24,5,13,6,14.16666667,Graduate
0,1,0,0,20,6,12.83333333,6,11.16666667,Graduate
0,1,0,0,20,4,11,5,13.2,Enrolled
0,1,0,1,19,7,12.35714286,7,12.35714286,Graduate
0,1,0,1,18,7,13.85714286,7,13.85714286,Graduate
0,1,0,1,20,6,12.33333333,6,10.66666667,Graduate
0,1,0,0,20,7,12.84714286,8,13.78888889,Graduate
0,1,0,1,19,6,12.34,8,13.01875,Graduate
0,1,0,0,19,5,12.66666667,4,11.75,Enrolled
0,1,0,0,20,6,13.83333333,6,12.5,Graduate
0,1,0,0,19,2,10.75,2,10,Dropout
0,1,0,0,19,4,13.25,4,10.25,Dropout
0,1,0,1,18,8,13.73125,8,13.73125,Graduate
0,1,0,1,23,6,13.33333333,3,12.66666667,Dropout
0,1,0,0,21,5,12,5,10.8,Dropout
0,1,0,0,23,9,10.88888889,6,11.33333333,Graduate
0,1,0,0,19,7,13.025,8,13.81111111,Graduate
0,1,0,0,18,6,13,6,14.16666667,Graduate
0,1,0,0,19,5,11.8,5,12,Graduate
0,1,0,1,25,7,12.04285714,7,12.04285714,Graduate
0,1,0,0,19,5,12.2,4,13,Enrolled
0,1,0,1,19,7,12.8375,8,15.5,Graduate
1,1,0,1,24,7,11,7,11.7,Graduate
0,1,0,1,18,6,13.5,5,14,Graduate
0,1,0,1,19,6,12.125,6,12.71428571,Graduate
0,1,0,1,18,7,12.62857143,7,12.62857143,Graduate
0,1,0,0,27,3,10.66666667,4,11.4,Enrolled
0,1,0,0,19,5,11.2,5,11.6,Graduate
0,1,0,1,18,6,12.66666667,6,11.83333333,Dropout
1,0,0,0,34,4,13.5,0,0,Dropout
0,1,0,0,18,3,11.66666667,2,11,Enrolled
0,1,0,0,18,2,10.5,3,12.33333333,Enrolled
0,1,0,0,18,8,14.26875,8,14.26875,Enrolled
1,0,0,0,20,0,0,0,0,Dropout
0,1,0,1,19,2,10.5,3,13.33333333,Enrolled
0,1,0,0,21,5,11.2,1,10,Enrolled
0,1,0,0,26,5,12,5,14.83333333,Graduate
0,1,0,0,27,7,12.22857143,8,13.2125,Graduate
0,1,0,0,20,4,11.5,4,10.75,Graduate
0,1,0,0,18,6,15.375,6,16.42857143,Graduate
0,0,0,0,23,9,13.66666667,6,13.5,Enrolled
0,1,0,0,24,7,12.61428571,7,12.61428571,Graduate
0,1,0,1,19,5,12.2,6,11.5,Graduate
0,1,0,0,19,4,11.75,4,11,Graduate
1,1,0,1,19,5,11.4,3,10,Enrolled
1,1,0,0,18,5,10.6,2,10,Enrolled
0,1,0,0,22,13,10.92307692,11,11.45454545,Graduate
0,1,0,0,20,5,12.4,5,12.4,Graduate
0,1,0,0,25,0,0,0,0,Dropout
0,1,0,0,21,6,15.83333333,6,15.5,Graduate
0,1,0,0,19,5,11.8,6,11.70833333,Enrolled
0,1,0,0,18,6,12.57142857,6,13.66666667,Graduate
0,1,0,0,18,3,12,4,13.25,Graduate
0,1,1,0,19,7,13.3625,8,14.44444444,Graduate
0,1,0,1,19,5,15.4,5,16,Graduate
1,0,0,0,18,5,12.2,4,11.75,Dropout
0,1,0,1,20,11,12.81818182,11,13.54545455,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,28,17,13.39473684,17,13.55473684,Graduate
0,1,0,1,20,6,14.25,6,11,Graduate
0,1,0,0,30,9,13.44444444,7,14.71428571,Dropout
0,1,0,1,19,7,12.28571429,8,11.7375,Graduate
0,1,0,0,22,6,11.66666667,5,13.2,Graduate
0,1,0,0,18,6,12.16666667,6,13.5,Graduate
0,1,0,0,23,2,10,2,11,Dropout
0,1,0,0,18,6,14,6,15,Graduate
0,1,0,0,18,5,11.83333333,4,12,Enrolled
1,0,1,0,50,1,15,0,0,Dropout
0,1,0,1,19,0,0,0,0,Graduate
0,1,0,0,22,6,10.83333333,6,10.66666667,Graduate
1,1,0,1,23,6,13.14285714,6,14,Graduate
1,0,0,1,20,5,14.4,5,14,Dropout
0,0,0,0,44,0,0,0,0,Dropout
0,1,1,0,49,7,12,9,11.22222222,Graduate
0,1,1,0,46,9,12.2,10,12.8,Graduate
0,0,1,0,41,3,12.33333333,2,11,Dropout
0,1,1,0,18,7,11.8375,8,12.48125,Graduate
0,1,1,0,43,5,11.8,5,14,Graduate
1,0,1,0,70,0,0,0,0,Dropout
0,1,1,0,48,0,0,0,0,Dropout
0,1,1,0,41,19,12.68421053,13,12.38461538,Graduate
0,1,1,0,21,6,12.57142857,4,13,Enrolled
1,0,1,0,35,3,11.25,0,0,Dropout
0,1,1,0,44,4,14,4,15.5,Graduate
1,1,1,0,18,4,13.33333333,2,13.5,Dropout
0,1,1,0,45,6,13.66666667,6,13.66666667,Graduate
0,1,1,0,20,3,10,5,10.8,Enrolled
0,1,1,0,22,5,12.6,6,11.71428571,Graduate
0,1,1,0,39,3,17.33333333,1,17,Dropout
0,0,1,0,20,5,13.2,3,12,Enrolled
0,1,1,0,49,3,14,3,13.66666667,Dropout
0,1,1,0,43,4,13.875,1,12.5,Dropout
0,1,1,0,32,0,0,0,0,Dropout
0,1,1,0,47,9,13.11111111,7,14.85714286,Graduate
0,1,1,1,37,5,13,4,13.33333333,Dropout
0,1,1,0,41,10,12.5,7,12.14285714,Graduate
0,1,1,0,60,18,14.11111111,13,14.23076923,Graduate
0,1,1,0,47,11,14.72727273,9,15.77777778,Graduate
1,0,1,0,50,0,0,0,0,Dropout
0,1,1,0,45,0,0,0,0,Dropout
1,0,1,0,45,0,0,0,0,Dropout
0,1,1,0,33,4,13.5,5,11.6,Graduate
0,1,1,0,18,7,13.10571429,7,13.10571429,Graduate
0,1,1,0,43,5,13.5,5,14.4,Graduate
0,1,1,0,44,13,11.84615385,11,12,Graduate
0,1,1,0,29,0,0,0,0,Dropout
1,0,1,0,53,3,14.33333333,0,0,Dropout
0,1,1,0,37,5,15.8,5,17.6,Enrolled
0,1,1,0,18,5,13.8,5,12.4,Enrolled
1,1,1,0,35,6,12.66666667,3,12,Dropout
0,1,1,0,23,6,13,6,12,Enrolled
0,1,1,0,22,0,0,0,0,Graduate
0,0,1,0,33,1,11,0,0,Dropout
0,0,1,0,41,0,0,0,0,Dropout
0,1,1,0,51,7,15.2,8,16.575,Graduate
0,1,1,0,19,6,14.42857143,7,14.375,Graduate
0,1,1,0,35,0,0,0,0,Dropout
0,1,1,0,20,0,0,0,0,Graduate
0,1,1,0,18,4,13.75,5,11.2,Enrolled
1,0,1,1,18,5,12.16666667,3,12,Dropout
0,1,1,0,21,5,12.14285714,5,11.66666667,Graduate
0,1,1,0,21,6,12,5,11.6,Graduate
0,1,1,0,34,3,11.66666667,4,12.75,Graduate
0,1,1,0,34,0,0,0,0,Dropout
0,1,1,0,21,6,11.875,5,12,Graduate
0,1,1,0,32,7,11.28571429,6,12.33333333,Enrolled
0,1,1,0,30,2,10,3,11.33333333,Dropout
1,1,1,0,19,11,12,10,11.18181818,Enrolled
0,1,1,0,20,6,13.83333333,5,13,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,19,6,14.42857143,6,12.5,Graduate
0,1,1,0,18,5,14.2,6,12.4,Dropout
0,1,1,0,27,4,11.5,3,10.33333333,Dropout
0,1,1,0,52,5,13,6,15,Graduate
0,0,1,0,29,0,0,0,0,Dropout
1,0,1,0,22,3,11.33333333,2,11,Dropout
0,1,1,0,28,18,12.5,12,11.42857143,Graduate
0,1,1,0,30,0,0,0,0,Dropout
0,1,0,0,18,7,13.47142857,8,13.94444444,Graduate
0,1,0,0,21,4,11.75,3,13.33333333,Graduate
1,1,0,1,20,6,13.33333333,6,14.66666667,Graduate
0,1,0,1,21,8,13.105,8,13.105,Graduate
1,0,0,0,32,0,0,0,0,Dropout
0,1,1,1,20,6,15.5,6,12.16666667,Graduate
1,0,1,0,19,0,0,0,0,Dropout
1,0,1,0,18,4,11.25,3,12.33333333,Dropout
0,0,1,0,23,12,11,11,11.36363636,Dropout
0,1,1,0,20,6,12.33333333,4,13,Graduate
0,1,0,0,46,8,11.375,5,11.8,Graduate
0,1,1,0,27,18,12.22222222,12,12.38461538,Graduate
0,1,1,0,20,0,0,0,0,Enrolled
0,1,1,0,41,9,12,6,12,Graduate
1,1,1,0,40,1,11,1,10,Enrolled
0,1,1,0,37,16,14.125,10,13,Graduate
0,1,1,0,20,5,10.2,5,11.2,Enrolled
0,1,0,0,20,4,12,4,12.4,Enrolled
0,1,0,0,26,9,12.33333333,7,12.57142857,Graduate
0,1,1,0,54,9,14.33333333,7,13.85714286,Graduate
0,1,1,0,21,6,15.16666667,6,14,Graduate
0,1,0,1,20,6,15.14285714,6,15.14285714,Graduate
0,1,0,0,18,0,0,0,0,Dropout
0,1,0,0,19,6,13.41142857,7,13.29444444,Enrolled
0,1,0,0,18,6,12.33333333,6,12.16666667,Graduate
0,1,0,0,19,4,11.8,4,12.2,Enrolled
1,1,0,0,22,6,12,3,12,Dropout
0,1,0,0,19,6,15,6,15.625,Graduate
0,1,0,0,21,8,13.875,9,12.7,Dropout
0,1,0,0,20,6,11.83333333,6,14.33333333,Enrolled
0,1,0,1,18,6,12.5,6,13.83333333,Graduate
0,1,0,1,18,6,15,6,15.5,Graduate
1,1,0,0,20,2,11.66666667,4,10.5,Dropout
0,1,0,1,18,7,14.668,8,14.63375,Graduate
0,1,0,0,18,6,13.345,6,13.345,Enrolled
0,1,0,1,20,5,12.8,6,12.33333333,Graduate
0,1,0,0,19,6,10.83333333,6,12.14285714,Graduate
0,1,0,0,18,6,13.66666667,5,14,Graduate
0,1,0,0,18,7,14.53714286,7,14.53714286,Graduate
1,1,0,1,18,5,14.4,5,14,Dropout
0,1,0,1,20,0,0,0,0,Graduate
0,1,0,1,19,6,13.16666667,6,13.83333333,Graduate
0,0,1,0,36,2,11.5,0,0,Dropout
0,1,0,1,19,6,11.33333333,6,12.42857143,Graduate
0,1,0,0,18,6,12,5,13.6,Graduate
0,1,0,1,18,6,13.16666667,6,12.16666667,Graduate
0,1,0,1,18,6,14.83333333,6,14.16666667,Graduate
0,1,0,0,19,7,13,9,13.22222222,Graduate
0,1,0,0,18,7,13.08714286,8,12.95,Graduate
0,1,0,1,19,6,13.33333333,6,13.66666667,Graduate
0,1,0,0,18,6,12.16666667,4,12.75,Enrolled
0,0,0,1,22,6,11,4,12,Enrolled
1,0,0,0,18,0,0,0,0,Dropout
0,1,0,0,19,5,13.6,5,12.2,Graduate
0,1,0,0,18,6,15.5,6,14,Graduate
0,1,0,0,19,7,13.85714286,7,14.28571429,Graduate
1,1,0,0,20,2,11.5,3,10,Enrolled
0,1,0,1,18,6,13,6,12.16666667,Graduate
1,0,0,0,23,6,14,4,13,Enrolled
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,0,20,6,11.16666667,6,11.5,Enrolled
1,0,0,1,22,0,0,0,0,Dropout
0,1,0,1,18,7,12.14285714,6,13.66666667,Graduate
0,1,0,1,18,7,14.14571429,8,13.62777778,Graduate
0,1,0,0,18,7,14.45,8,14.14444444,Graduate
0,1,0,0,18,7,15.71428571,7,15,Graduate
0,1,0,0,21,5,12.8,3,12.66666667,Enrolled
0,1,0,0,20,6,12.5,6,11.5,Enrolled
0,1,0,0,18,6,14.5,6,12.83333333,Graduate
0,0,0,1,20,7,13.46285714,7,13.16428571,Enrolled
0,1,0,0,25,6,12.83333333,6,12.83333333,Graduate
0,1,0,1,18,5,12,4,11.6,Graduate
0,1,0,0,19,0,0,0,0,Graduate
0,1,0,0,20,6,14.71428571,6,13.2,Enrolled
0,1,0,1,20,6,12.57142857,6,13.28571429,Graduate
0,1,0,1,21,6,12.5,6,11.5,Graduate
0,1,0,0,18,6,14,5,14,Graduate
0,1,0,0,18,7,11.57142857,6,13.16666667,Dropout
0,1,0,1,18,6,15.83333333,6,15.33333333,Graduate
0,1,0,0,18,8,14.25,8,14.25,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,20,6,11.66666667,6,11,Dropout
0,1,0,0,47,0,0,0,0,Dropout
1,1,0,0,21,5,13.2,2,12.5,Enrolled
0,1,1,0,31,2,12,1,10,Dropout
0,1,1,0,46,0,0,0,0,Dropout
0,1,1,0,18,4,12,2,11,Enrolled
0,1,1,0,19,3,13.33333333,4,10.75,Dropout
0,1,1,0,23,5,12.41428571,2,13.5,Enrolled
0,0,1,0,22,0,0,0,0,Dropout
0,1,1,0,19,5,13.8,5,12.4,Graduate
1,0,0,0,19,0,0,0,0,Dropout
0,0,1,0,22,4,11.5,4,14,Enrolled
1,0,1,0,29,0,0,0,0,Dropout
0,1,0,0,18,6,14.01666667,6,14.01666667,Graduate
0,1,0,0,18,5,11.4,5,10.8,Graduate
1,0,0,1,23,0,0,0,0,Dropout
0,1,0,0,34,5,10.4,5,12,Graduate
0,1,0,0,19,3,10.66666667,4,10.25,Graduate
0,1,0,0,18,4,14.25,5,12.71428571,Enrolled
0,1,0,1,20,7,13.91428571,8,14.10625,Graduate
0,1,0,0,19,7,13.76111111,7,12.82375,Graduate
0,1,0,0,22,5,12.6,4,11.25,Enrolled
0,1,0,1,23,6,13.85714286,6,14.16666667,Graduate
0,1,1,1,34,7,13.84285714,7,13.84285714,Graduate
1,0,1,0,18,0,0,0,0,Enrolled
0,1,1,0,21,5,11.8,0,0,Dropout
0,1,1,0,22,6,12.66666667,6,13.83333333,Dropout
0,1,1,0,28,0,0,0,0,Dropout
0,1,1,0,23,0,0,0,0,Dropout
0,1,1,0,20,4,10.75,2,10,Dropout
0,1,1,0,18,5,12.6,3,13.25,Dropout
1,0,1,0,28,0,0,0,0,Dropout
0,1,1,0,21,2,12,7,12.14285714,Dropout
1,0,1,0,25,3,14,2,14.5,Dropout
0,0,1,0,19,6,14,6,13.5,Dropout
0,1,1,1,18,7,14.68285714,8,15.05555556,Graduate
0,1,1,0,29,0,0,0,0,Dropout
0,1,1,1,29,0,0,0,0,Dropout
0,1,1,0,20,6,13.85714286,5,12.8,Graduate
0,1,1,0,18,0,0,0,0,Graduate
0,1,1,0,20,6,13.14285714,6,12.5,Graduate
0,1,1,0,33,1,18,2,13,Dropout
0,1,1,0,30,13,11.46153846,10,11.58333333,Graduate
0,1,1,1,21,5,11.2,6,11.58333333,Enrolled
1,1,1,0,18,5,15,4,14.5,Graduate
0,1,1,1,19,7,14.24444444,8,12.23333333,Graduate
0,1,1,1,21,4,11.5,5,11,Dropout
0,1,1,1,25,2,10,0,0,Dropout
0,1,1,0,19,3,12.33333333,5,11.6,Graduate
0,1,1,0,23,5,12.2,7,12.14285714,Dropout
0,1,1,1,19,6,13.66666667,5,13.2,Graduate
0,1,1,0,19,0,0,0,0,Graduate
1,0,1,0,31,1,11,0,0,Dropout
1,0,1,0,32,3,13,6,11.42857143,Dropout
0,1,0,1,19,7,12.6,7,12.6,Graduate
0,1,0,0,34,10,12.2,9,12.33333333,Graduate
0,1,0,0,21,6,13.16666667,6,13,Graduate
0,1,0,1,53,6,11,7,11,Graduate
0,1,0,1,19,7,14.01428571,8,15.35,Graduate
0,1,0,1,20,4,13,4,11.25,Graduate
0,1,0,0,18,6,14,6,14.66666667,Graduate
0,0,0,0,32,0,0,0,0,Dropout
0,1,0,1,21,7,14.42857143,7,14.42857143,Graduate
0,0,0,0,26,0,0,0,0,Dropout
0,1,0,0,26,18,11.83333333,13,12.46153846,Graduate
0,0,0,0,21,3,11.33333333,1,13,Dropout
0,1,0,0,18,6,12.5,6,13,Graduate
0,1,0,1,21,12,13.33333333,11,12.54545455,Graduate
0,1,0,0,21,6,10.83333333,4,11,Enrolled
0,1,0,1,19,6,13,6,14,Graduate
0,1,0,0,19,2,10,2,14,Dropout
0,1,0,1,19,6,11.42857143,5,11.2,Graduate
0,1,0,0,27,8,12.8875,8,12.8875,Graduate
0,1,0,1,18,6,12.95,6,12.95,Graduate
0,1,0,0,20,1,10,0,0,Dropout
0,1,0,1,19,7,13.09428571,8,12.55,Graduate
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,1,19,5,11.71428571,6,11,Graduate
0,1,0,0,20,4,11.25,3,10,Enrolled
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,0,18,6,13.16666667,6,13.33333333,Graduate
0,1,0,0,20,4,12.75,5,13.4,Graduate
0,0,0,0,38,5,10.6,2,11,Dropout
0,1,0,0,42,5,11.2,6,12,Graduate
0,1,0,0,32,0,0,0,0,Dropout
0,1,0,0,22,6,13,6,13.66666667,Graduate
0,1,0,0,28,0,0,0,0,Dropout
0,1,0,0,37,0,0,0,0,Dropout
0,1,0,0,43,6,14.16666667,6,15,Graduate
0,1,0,1,41,5,12.83333333,6,12.33333333,Graduate
0,1,0,1,29,4,11.75,5,10.4,Graduate
0,1,0,1,35,6,10.83333333,6,11.5,Graduate
0,1,0,0,18,4,11.75,4,12.25,Dropout
0,0,0,1,39,3,11.5,2,10.5,Dropout
0,1,0,0,37,2,10,3,11.33333333,Enrolled
0,1,0,1,26,6,13.7,6,13.7,Graduate
0,1,0,0,32,1,14,0,0,Dropout
1,1,0,0,37,7,11.375,6,12.16666667,Enrolled
1,1,0,0,28,0,0,0,0,Enrolled
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,18,1,11,2,12.5,Enrolled
0,1,0,1,19,6,13,7,13.28571429,Graduate
0,1,0,0,32,8,13.6,8,15.11111111,Graduate
0,1,0,0,31,3,11,2,11.5,Dropout
0,1,0,0,34,7,11.70571429,7,11.70571429,Enrolled
0,1,0,0,20,12,13.25,11,14.33333333,Graduate
0,1,0,0,28,1,10.75,1,10,Dropout
0,1,0,0,31,6,12,7,13.42857143,Enrolled
0,1,0,0,18,6,12.66666667,4,12.25,Enrolled
0,0,0,0,31,5,11.4,3,11,Dropout
0,1,0,0,19,6,13,5,12.4,Graduate
0,1,0,1,19,6,14,6,12.28571429,Graduate
0,1,0,0,31,0,0,0,0,Enrolled
0,1,0,0,34,0,0,0,0,Dropout
0,1,0,1,18,7,15.28571429,8,16.075,Graduate
0,1,0,0,18,6,13.16666667,6,12.66666667,Graduate
1,1,1,0,19,5,13.6,5,12.83333333,Graduate
0,0,1,1,22,0,0,0,0,Dropout
0,1,1,0,32,10,11.4,4,11.5,Graduate
0,1,1,0,61,0,0,0,0,Dropout
0,1,1,0,30,5,11,5,11.6,Graduate
1,0,1,0,45,0,0,0,0,Dropout
0,1,1,0,20,6,13.57142857,6,12.66666667,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,1,0,26,4,11.25,4,12,Dropout
0,1,1,0,19,3,13.33333333,1,11,Dropout
0,1,1,1,19,6,12,6,11.66666667,Graduate
0,1,1,0,19,6,12.5,5,13,Graduate
0,1,1,1,19,5,13.2,5,12.66666667,Graduate
0,0,1,0,19,0,0,0,0,Dropout
0,0,1,0,28,3,11.66666667,2,11.5,Dropout
0,1,1,0,24,15,13.46666667,14,13.64285714,Graduate
0,1,1,0,18,3,13.66666667,5,13.2,Graduate
0,1,1,0,18,2,11.66666667,2,12.5,Enrolled
0,1,1,1,18,6,11.66666667,5,10.2,Graduate
0,1,1,0,21,5,13.4,5,12.4,Graduate
0,0,1,0,28,0,0,0,0,Dropout
0,1,1,0,58,0,0,0,0,Dropout
0,0,1,0,49,0,0,0,0,Dropout
0,1,1,0,24,3,10.66666667,2,10.5,Enrolled
0,1,1,0,25,4,13.75,4,14.75,Graduate
0,1,1,0,33,1,10,0,0,Dropout
0,0,1,0,33,0,0,0,0,Dropout
0,1,1,0,40,1,16,4,15.5,Graduate
0,1,1,0,48,5,12.28571429,5,11.125,Graduate
1,0,1,0,18,3,12,3,10.33333333,Enrolled
0,1,1,0,24,6,12.66666667,6,12.66666667,Graduate
0,1,1,1,23,5,11.8,4,13.25,Graduate
1,0,1,0,39,5,10.6,5,14.66666667,Dropout
0,1,1,0,21,9,11.9,8,12.25,Graduate
0,1,1,0,34,4,11.25,2,10.5,Dropout
0,1,1,1,41,4,11,5,11.4,Enrolled
0,1,1,0,18,6,12,6,12.5,Graduate
0,1,1,0,34,4,11.75,4,10.83333333,Enrolled
0,1,1,0,19,2,10,1,16,Dropout
0,1,1,0,19,7,13.71428571,7,13.71428571,Graduate
0,1,1,0,28,6,14.875,6,15.8,Graduate
0,1,1,0,18,5,10.8,0,0,Dropout
0,1,1,0,19,3,12,2,10,Dropout
1,0,1,0,19,5,12.5,2,13.5,Dropout
0,1,0,0,18,7,14.72857143,8,16.32727273,Graduate
0,1,0,0,18,6,12,5,14.8,Graduate
0,1,0,0,18,6,11.42857143,6,11,Dropout
0,1,0,0,19,6,14.16666667,6,13.5,Graduate
0,1,0,0,31,5,12.5,5,14.6,Graduate
0,1,0,1,33,6,14.16666667,6,14.33333333,Graduate
0,1,0,1,20,5,14.46,6,13.55,Enrolled
0,1,0,0,22,5,12.8,2,11.5,Enrolled
0,1,0,0,19,6,12.66666667,5,13.4,Graduate
0,1,0,0,18,6,12.5,6,13,Dropout
0,1,0,0,18,0,0,0,0,Dropout
0,0,0,0,18,0,0,0,0,Dropout
0,1,0,0,18,0,0,0,0,Graduate
0,1,0,1,19,5,11.2,3,11,Graduate
0,1,0,0,18,6,16.5,6,17.42857143,Dropout
0,1,0,0,18,3,13.66666667,5,12,Graduate
0,1,0,1,18,7,15.22857143,7,15.22857143,Graduate
0,1,0,0,21,9,12.77777778,9,13.22222222,Graduate
0,1,0,1,18,7,14.42857143,7,14.42857143,Graduate
0,1,0,0,18,6,13.875,6,13.71428571,Graduate
0,1,0,0,18,7,13.128,6,13.19333333,Graduate
0,1,0,0,20,6,11.605,7,12.4125,Graduate
0,1,0,1,18,5,14.6,5,12,Graduate
0,1,0,0,18,0,0,0,0,Dropout
0,1,0,1,20,5,11.8,5,11.6,Graduate
